state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
MO,3037,28932,0,508,5109,379,759,180,197,0,A,53,5109,32855,3786,29042,38775,1900,149,315,1819,31969,31969,2134,31969,14,0
MP,8,15,0,961,5109,379,759,180,197,0,,2,5109,485619,39620,407151,38775,1900,149,0,2,23,23,2,23,1,0
MS,1915,18632,0,961,377,379,759,180,197,0,A,59,377,485619,39620,407151,38775,1900,149,177,0,20547,20547,177,20547,8,-98
MT,319,6666,0,961,28,379,759,180,197,0,A,6,28,485619,39620,407151,38775,1900,149,20,175,6985,6985,195,6985,0,4
NC,3221,37861,0,354,5109,379,759,180,197,0,A,46,5109,485619,39620,407151,38775,1900,149,351,5,41082,41082,356,41082,13,0
ND,237,7466,0,18,33,379,759,180,197,82,B,4,33,485619,39620,407151,38775,1900,149,12,478,7703,7703,490,7703,1,1
NE,447,6811,0,961,5109,379,759,180,197,0,A,10,5109,485619,39620,407151,38775,1900,149,38,433,7258,7258,471,7258,2,0
NH,715,8019,49,961,103,379,759,180,197,151,B,9,103,485619,39620,407151,38775,1900,149,46,318,8783,8734,364,8734,0,11
NJ,44416,50558,0,7017,5109,1651,759,1540,197,0,A,1232,5109,485619,39620,407151,38775,1900,149,3326,2616,94974,94974,5942,94974,229,0
NM,686,21139,0,48,5109,379,759,18,197,133,A,12,5109,485619,39620,407151,38775,1900,149,62,2627,21825,21825,2689,21825,0,0
NV,2087,16552,0,282,5109,379,759,180,197,0,A,91,5109,485619,39620,407151,38775,1900,149,134,876,18639,18639,1010,18639,12,0
NY,138863,201195,0,17493,36932,4539,759,180,197,14590,A,5489,36932,485619,39620,407151,38775,1900,149,8174,11073,340058,340058,19247,340058,731,2555
OH,4782,46056,0,961,1354,379,417,180,197,0,B,167,1354,485619,39620,407151,4782,1900,149,332,2128,50838,50838,2460,50838,25,140
OK,1472,11821,0,186,376,137,759,180,197,612,B,67,376,485619,39620,407151,38775,1900,149,145,10399,13293,13293,10544,13293,16,36
OR,1181,21826,0,961,324,379,759,69,197,0,A,33,324,485619,39620,407151,38775,1900,149,49,1157,23007,23007,1206,23007,6,66
PA,14559,76719,0,1665,5109,379,759,548,197,0,A,240,5109,485619,39620,407151,38775,1900,149,1579,5845,91278,91278,7424,91278,78,-1145
PR,573,3966,968,961,5109,379,759,180,197,0,A,23,5109,485619,39620,407151,38775,1900,149,60,534,5507,4539,594,4539,2,0
RI,1617,10095,0,123,5109,40,759,26,197,35,B,30,5109,12570,1647,10923,1617,1900,149,261,1486,11712,11712,1747,11712,3,0
SC,2417,21263,0,961,241,379,759,180,197,0,B,51,241,485619,39620,407151,38775,1900,149,368,4336,23680,23680,4704,23680,7,0
SD,320,5948,2,961,23,379,759,180,197,98,A,6,23,485619,39620,407151,38775,1900,149,32,216,6270,6268,248,6268,2,0
TN,4138,48736,0,802,408,379,759,180,197,466,A,72,408,485619,39620,407151,38775,1900,149,336,5188,52874,52874,5524,52874,7,56
TX,8262,80387,0,1252,5109,379,759,180,197,38,A,154,5109,485619,39620,407151,8262,1900,149,986,2306,88649,88649,3292,88649,14,0
UT,1738,32909,0,961,148,379,759,180,197,0,A,13,148,485619,39620,407151,1738,1900,149,63,1190,34647,34647,1253,34647,0,10
VA,3333,25312,0,961,563,379,145,180,108,0,A,63,563,485619,39620,407151,38775,1900,149,455,3669,28645,28645,4124,28645,9,66
VI,43,222,20,961,5109,379,759,180,197,36,,1,5109,485619,39620,407151,38775,1900,149,0,0,285,265,0,265,0,0
VT,608,6645,0,29,45,379,759,180,197,15,A,23,45,485619,39620,407151,608,1900,149,33,484,7253,7253,517,7253,0,0
WA,10547,104530,0,641,5109,190,759,180,197,0,A,429,5109,485619,39620,407151,9384,1900,149,265,4964,115077,115077,5229,115077,22,0
WI,3064,28512,0,961,745,379,200,180,197,0,A,92,745,485619,39620,407151,2578,1900,149,198,1938,31576,31576,2136,31576,15,77
WV,412,11647,0,961,5109,379,759,180,197,0,B,4,5109,485619,39620,407151,38775,1900,149,67,2052,12059,12059,2119,12059,0,0
WY,216,3789,0,961,33,379,759,180,197,62,A,0,33,485619,39620,407151,210,1900,149,6,70,4005,4005,76,4005,0,10
AK,191,6692,0,961,23,379,759,180,197,0,A,6,23,6883,39620,407151,191,1900,149,6,593,6883,6883,599,6883,0,3
AL,1968,12797,0,297,240,379,759,180,197,0,B,50,240,485619,39620,407151,1968,1900,149,172,1515,14765,14765,1687,14765,5,9
AR,875,11970,0,74,137,379,759,22,39,102,A,16,137,485619,39620,407151,875,1900,149,45,1558,12845,12845,1603,12845,0,7
AS,0,3,2,961,5109,379,759,180,197,0,,0,5109,485619,39620,407151,0,1900,149,0,0,5,3,0,3,0,0
AZ,2456,30078,0,961,819,379,759,180,197,0,B,65,819,32534,39620,407151,38775,1900,149,187,4937,32534,32534,5124,32534,1,59
CA,14336,103095,15000,2509,5109,1085,759,180,197,0,B,343,5109,117431,39620,407151,38775,1900,149,898,0,132431,117431,898,117431,24,0
CO,4950,20823,0,786,924,379,759,180,197,0,A,140,924,485619,39620,407151,38775,1900,149,385,1488,25773,25773,1873,25773,14,49
CT,6906,19780,0,1221,5109,379,759,180,197,0,A,206,5109,26686,39620,407151,38775,85,149,1231,2185,26686,26686,3416,26686,17,0
DC,1097,6356,0,961,5109,379,759,180,197,287,A,24,5109,485619,39620,407151,38775,1900,149,99,520,7453,7453,619,7453,2,0
DE,673,6321,0,101,5109,379,759,180,197,71,A,24,5109,485619,39620,407151,38775,20,4,0,0,6994,6994,0,6994,5,0
FL,13324,109950,1142,961,1682,379,759,180,197,0,A,236,1682,485619,39620,407151,38775,1900,149,1173,8697,124416,123274,9870,123274,18,110
GA,7314,23960,0,961,1332,379,759,180,197,0,A,229,1332,31274,39620,407151,38775,1900,149,667,2775,31274,31274,3442,31274,18,49
GU,113,505,0,21,5109,2,759,180,197,25,,4,5109,485619,39620,407151,38775,1900,149,1,12,618,618,13,618,0,0
HI,371,13155,0,961,21,379,6,180,197,85,A,4,21,485619,39620,407151,38775,1900,149,20,551,13526,13526,571,13526,0,2
IA,946,10653,0,99,179,379,759,180,197,284,A,25,179,485619,39620,407151,946,1900,149,78,680,11599,11599,758,11599,3,14
ID,1101,9894,0,62,77,379,16,180,197,0,A,10,77,10995,39620,407151,38775,1900,149,24,710,10995,10995,734,10995,0,11
IL,12262,50680,0,961,5109,379,759,180,197,0,A,307,5109,485619,39620,407151,38775,1900,149,1006,2953,62942,62942,3959,62942,33,0
IN,4944,21247,0,961,5109,924,759,507,197,0,B,139,5109,485619,39620,407151,38775,1900,149,533,3006,26191,26191,3539,26191,12,0
KS,845,8239,0,961,198,379,759,180,197,0,B,25,198,485619,39620,407151,38775,1900,149,98,763,9084,9084,861,9084,3,15
KY,955,17812,0,961,5109,379,759,180,197,0,A,45,5109,485619,39620,407151,38775,1900,149,38,2066,18767,18767,2104,18767,5,0
LA,14867,54299,0,1981,5109,379,759,552,197,0,A,512,5109,485619,39620,407151,38775,1900,149,1857,6984,69166,69166,8841,69166,35,0
MA,13739,62720,0,1667,1667,379,759,180,197,0,B,448,1667,485619,39620,407151,38775,1900,149,1337,3155,76459,76459,4492,76459,78,35
MD,4045,25572,0,961,1059,379,759,180,197,184,A,138,1059,485619,39620,407151,38775,131,7,436,844,29617,29617,1280,29617,16,123
ME,499,6088,0,961,92,379,759,180,197,158,A,10,92,485619,39620,407151,38775,1900,149,29,0,6587,6587,29,6587,0,6
MI,25785,47262,0,961,5109,379,759,180,197,56,B,1291,5109,72281,25019,47262,26290,1377,66,1327,3108,73047,73047,4435,73047,141,0
MN,1330,29155,0,115,223,57,90,180,197,440,A,30,223,30485,39620,407151,38775,1900,149,113,1065,30485,30485,1178,30485,1,21
MO,2722,27113,0,439,5109,379,759,180,197,0,A,39,5109,31954,3673,28257,38775,1900,149,355,2231,29835,29835,2586,29835,5,0
MP,8,13,10,961,5109,379,759,180,197,0,,1,5109,485619,39620,407151,38775,1900,149,0,0,31,21,0,21,0,0
MS,1738,18632,0,961,475,379,759,180,197,0,A,51,475,485619,39620,407151,38775,1900,149,100,13052,20370,20370,13152,20370,8,0
MT,299,6491,0,961,24,379,759,180,197,0,A,6,24,485619,39620,407151,38775,1900,149,13,174,6790,6790,187,6790,0,0
NC,2870,37856,0,270,5109,379,759,180,197,0,A,33,5109,485619,39620,407151,38775,1900,149,285,396,40726,40726,681,40726,2,0
ND,225,6988,0,19,32,379,759,180,197,74,B,3,32,485619,39620,407151,38775,1900,149,18,408,7213,7213,426,7213,0,1
NE,409,6378,8,961,5109,379,759,180,197,0,A,8,5109,485619,39620,407151,38775,1900,149,46,820,6795,6787,866,6787,0,0
NH,669,7701,101,961,92,379,759,180,197,147,B,9,92,485619,39620,407151,38775,1900,149,48,290,8471,8370,338,8370,0,6
NJ,41090,47942,0,6390,5109,379,759,1263,197,0,A,1003,5109,485619,39620,407151,38775,1900,149,3585,3281,89032,89032,6866,89032,86,0
NM,624,18512,0,45,5109,379,759,18,197,130,A,12,5109,485619,39620,407151,38775,1900,149,81,2227,19136,19136,2308,19136,1,0
NV,1953,15676,0,961,5109,379,759,180,197,0,A,79,5109,485619,39620,407151,38775,1900,149,117,681,17629,17629,798,17629,3,0
NY,130689,190122,0,16837,34377,4504,759,180,197,13366,A,4758,34377,485619,39620,407151,38775,1900,149,8658,9873,320811,320811,18531,320811,599,2084
OH,4450,43928,0,961,1214,379,371,180,197,0,B,142,1214,485619,39620,407151,4450,1900,149,407,4215,48378,48378,4622,48378,23,110
OK,1327,1422,0,161,340,143,759,180,197,522,B,51,340,485619,39620,407151,38775,1900,149,75,21,2749,2749,96,2749,5,10
OR,1132,20669,0,961,258,379,759,40,197,0,A,27,258,485619,39620,407151,38775,1900,149,64,1113,21801,21801,1177,21801,0,0
PA,12980,70874,0,961,1145,379,759,533,197,0,A,162,1145,485619,39620,407151,38775,1900,149,1470,4613,83854,83854,6083,83854,12,73
PR,513,3432,1000,961,5109,379,759,180,197,0,A,21,5109,485619,39620,407151,38775,1900,149,38,359,4945,3945,397,3945,1,0
RI,1356,8609,0,109,5109,37,759,26,197,35,B,27,5109,10654,1362,9292,1356,1900,149,206,1577,9965,9965,1783,9965,2,0
SC,2049,16927,0,961,241,379,759,180,197,0,B,44,241,485619,39620,407151,38775,1900,149,0,0,18976,18976,0,18976,0,0
SD,288,5732,0,961,23,379,759,180,197,91,A,4,23,485619,39620,407151,38775,1900,149,48,379,6020,6020,427,6020,2,1
TN,3802,43548,0,834,352,379,759,180,197,356,A,65,352,485619,39620,407151,38775,1900,149,169,1881,47350,47350,2050,47350,21,24
TX,7276,78081,0,1153,5109,379,759,180,197,38,A,140,5109,485619,39620,407151,7276,1900,149,464,13955,85357,85357,14419,85357,13,0
UT,1675,31719,0,961,138,379,759,180,197,0,A,13,138,485619,39620,407151,1675,1900,149,70,2432,33394,33394,2502,33394,5,14
VA,2878,21643,0,961,497,379,145,180,108,0,A,54,497,485619,39620,407151,38775,1900,149,241,609,24521,24521,850,24521,3,66
VI,43,222,20,961,5109,379,759,180,197,36,,1,5109,485619,39620,407151,38775,1900,149,1,16,285,265,17,265,0,0
VT,575,6161,0,28,45,379,759,180,197,15,A,23,45,485619,39620,407151,575,1900,149,32,331,6736,6736,363,6736,1,0
WA,10282,99566,0,638,5109,191,759,180,197,0,A,407,5109,485619,39620,407151,8971,1900,149,329,4807,109848,109848,5136,109848,21,0
WI,2866,26574,0,961,668,379,186,180,197,0,A,77,668,485619,39620,407151,2440,1900,149,223,1405,29440,29440,1628,29440,9,44
WV,345,9595,0,961,5109,379,759,180,197,0,B,4,5109,485619,39620,407151,38775,1900,149,21,1081,9940,9940,1102,9940,1,0
WY,210,3719,0,961,23,379,759,180,197,52,A,0,23,485619,39620,407151,201,1900,149,13,679,3929,3929,692,3929,0,0
AK,185,6099,0,961,20,379,759,180,197,0,A,6,20,6284,39620,407151,185,1900,149,14,230,6284,6284,244,6284,1,4
AL,1796,11282,0,282,231,379,759,180,197,0,B,45,231,485619,39620,407151,1796,1900,149,216,2009,13078,13078,2225,13078,2,19
AR,830,10412,0,67,130,379,759,27,39,97,A,16,130,485619,39620,407151,830,1900,149,87,785,11242,11242,872,11242,2,24
AS,0,3,2,961,5109,379,759,180,197,0,,0,5109,485619,39620,407151,0,1900,149,0,0,5,3,0,3,0,0
AZ,2269,25141,0,961,760,379,759,180,197,0,B,64,760,27410,39620,407151,38775,1900,149,250,0,27410,27410,250,27410,12,49
CA,13438,103095,15000,2398,5109,1040,759,180,197,0,B,319,5109,116533,39620,407151,38775,1900,149,1412,1421,131533,116533,2833,116533,43,0
CO,4565,19335,0,783,875,379,759,180,197,0,A,126,875,485619,39620,407151,38775,1900,149,392,1437,23900,23900,1829,23900,15,52
CT,5675,17595,0,1142,5109,379,759,180,197,0,A,189,5109,23270,39620,407151,38775,69,149,399,842,23270,23270,1241,23270,24,0
DC,998,5836,0,961,5109,379,759,180,197,258,A,22,5109,485619,39620,407151,38775,1900,149,96,300,6834,6834,396,6834,1,0
DE,673,6321,0,101,5109,379,759,180,197,71,C,19,5109,485619,39620,407151,38775,16,3,80,447,6994,6994,527,6994,2,0
FL,12151,101253,1129,961,1572,379,759,180,197,0,A,218,1572,485619,39620,407151,38775,1900,149,1040,10297,114533,113404,11337,113404,27,110
GA,6647,21185,0,961,1283,379,759,180,197,0,A,211,1283,27832,39620,407151,38775,1900,149,487,1051,27832,27832,1538,27832,10,44
GU,112,493,0,21,5109,2,759,180,197,23,,4,5109,485619,39620,407151,38775,1900,149,19,21,605,605,40,605,0,0
HI,351,12604,0,961,19,379,6,180,197,82,A,4,19,485619,39620,407151,38775,1900,149,32,645,12955,12955,677,12955,1,1
IA,868,9973,0,91,165,379,759,180,197,188,C,22,165,485619,39620,407151,868,1900,149,82,519,10841,10841,601,10841,8,12
ID,1077,9184,0,51,66,379,11,180,197,0,A,10,66,10261,39620,407151,38775,1900,149,64,1327,10261,10261,1391,10261,0,4
IL,11256,47727,0,961,5109,379,759,180,197,0,A,274,5109,485619,39620,407151,38775,1900,149,899,4503,58983,58983,5402,58983,31,0
IN,4411,18241,0,961,5109,379,759,180,197,0,B,127,5109,485619,39620,407151,38775,1900,149,458,2394,22652,22652,2852,22652,11,0
KS,747,7476,0,961,183,379,759,180,197,0,B,22,183,485619,39620,407151,38775,1900,149,49,596,8223,8223,645,8223,1,11
KY,917,15746,0,961,5109,379,759,180,197,0,A,40,5109,485619,39620,407151,38775,1900,149,86,1005,16663,16663,1091,16663,3,0
LA,13010,47315,0,1803,5109,379,759,561,197,0,A,477,5109,485619,39620,407151,38775,1900,149,514,1313,60325,60325,1827,60325,68,0
MA,12402,59565,0,1632,1632,379,759,180,197,0,B,370,1632,485619,39620,407151,38775,1900,149,765,2374,71967,71967,3139,71967,66,262
MD,3609,24728,0,961,936,379,759,180,197,159,A,122,936,485619,39620,407151,38775,115,7,484,2243,28337,28337,2727,28337,21,115
ME,470,6088,0,961,86,379,759,180,197,156,A,10,86,485619,39620,407151,38775,1900,149,14,0,6558,6558,14,6558,0,3
MI,24458,44154,0,961,5109,379,759,180,197,56,B,1150,5109,67055,22901,44154,25186,1225,58,877,2949,68612,68612,3826,68612,120,0
MN,1217,28090,0,106,202,48,77,180,197,422,A,29,202,29307,39620,407151,38775,1900,149,59,1403,29307,29307,1462,29307,5,22
MO,2367,24882,0,424,5109,379,759,180,197,0,C,34,5109,30851,3526,27303,38775,1900,149,76,2268,27249,27249,2344,27249,10,0
MP,8,13,10,961,5109,379,759,180,197,0,,1,5109,485619,39620,407151,38775,1900,149,0,0,31,21,0,21,0,0
MS,1638,5580,0,961,475,379,759,180,197,0,B,43,475,485619,39620,407151,38775,1900,149,183,447,7218,7218,630,7218,8,39
MT,286,6317,0,961,24,379,759,180,197,0,A,6,24,485619,39620,407151,38775,1900,149,21,405,6603,6603,426,6603,1,0
NC,2585,37460,0,261,5109,379,759,180,197,0,A,31,5109,485619,39620,407151,38775,1900,149,183,1089,40045,40045,1272,40045,7,0
ND,207,6580,0,20,31,379,759,180,197,63,B,3,31,485619,39620,407151,38775,1900,149,21,559,6787,6787,580,6787,0,1
NE,363,5558,12,961,5109,379,759,180,197,0,A,8,5109,485619,39620,407151,38775,1900,149,42,500,5933,5921,542,5921,2,0
NH,621,7411,93,961,86,379,759,180,197,146,B,9,86,485619,39620,407151,38775,1900,149,81,446,8125,8032,527,8032,2,6
NJ,37505,44661,0,4000,5109,379,759,180,197,0,A,917,5109,485619,39620,407151,38775,1900,149,3381,3429,82166,82166,6810,82166,71,0
NM,543,16285,0,37,5109,379,759,18,197,54,A,11,5109,485619,39620,407151,38775,1900,149,48,1148,16828,16828,1196,16828,1,0
NV,1836,14995,0,961,5109,379,759,180,197,0,A,76,5109,485619,39620,407151,38775,1900,149,94,574,16831,16831,668,16831,6,0
NY,122031,180249,0,16479,32293,4376,759,180,197,12187,A,4159,32293,485619,39620,407151,38775,1900,149,8327,10332,302280,302280,18659,302280,594,2822
OH,4043,39713,0,961,1104,379,346,180,197,0,B,119,1104,485619,39620,407151,4043,1900,149,304,1581,43756,43756,1885,43756,17,98
OK,1252,1401,0,961,330,379,759,180,197,0,B,46,330,485619,39620,407151,38775,1900,149,93,39,2653,2653,132,2653,4,14
OR,1068,19556,0,961,258,379,759,40,197,0,A,27,258,485619,39620,407151,38775,1900,149,69,3021,20624,20624,3090,20624,1,19
PA,11510,66261,0,961,1072,379,759,180,197,0,A,150,1072,485619,39620,407151,38775,1900,149,1493,6248,77771,77771,7741,77771,14,68
PR,475,3073,1039,961,5109,379,759,180,197,0,A,20,5109,485619,39620,407151,38775,1900,149,23,468,4587,3548,491,3548,2,0
RI,1150,7032,0,103,5109,33,759,6,197,35,B,25,5109,8729,1144,7585,1150,1900,149,182,1070,8182,8182,1252,8182,8,0
SC,2049,16927,0,961,241,379,759,180,197,0,B,44,241,485619,39620,407151,38775,1900,149,132,530,18976,18976,662,18976,4,0
SD,240,5353,0,961,22,379,759,180,197,84,A,2,22,485619,39620,407151,38775,1900,149,28,341,5593,5593,369,5593,0,3
TN,3633,41667,0,637,328,379,759,180,197,295,A,44,328,485619,39620,407151,38775,1900,149,312,3597,45300,45300,3909,45300,1,17
TX,6812,64126,0,827,5109,379,759,180,197,38,A,127,5109,485619,39620,407151,6812,1900,149,702,6485,70938,70938,7187,70938,22,0
UT,1605,29287,0,961,124,379,759,180,197,0,A,8,124,485619,39620,407151,1605,1900,149,177,2672,30892,30892,2849,30892,0,7
VA,2637,21034,0,961,431,379,145,180,108,0,A,51,431,485619,39620,407151,38775,1900,149,230,1889,23671,23671,2119,23671,-1,41
VI,42,206,18,961,5109,379,759,180,197,34,,1,5109,485619,39620,407151,38775,1900,149,2,22,266,248,24,248,1,0
VT,543,5830,0,29,45,379,759,180,197,15,A,22,45,485619,39620,407151,543,1900,149,31,588,6373,6373,619,6373,2,0
WA,9953,94759,0,581,5109,178,759,180,197,0,A,386,5109,485619,39620,407151,8576,1900,149,221,1731,104712,104712,1952,104712,21,0
WI,2643,25169,0,961,624,379,175,180,197,0,A,68,624,485619,39620,407151,2267,1900,149,167,1310,27812,27812,1477,27812,12,36
WV,324,8514,0,961,5109,379,759,180,197,0,B,3,5109,485619,39620,407151,38775,1900,149,42,1110,8838,8838,1152,8838,1,0
WY,197,3040,0,961,23,379,759,180,197,50,A,0,23,485619,39620,407151,187,1900,149,10,95,3237,3237,105,3237,0,0
AK,171,5869,0,961,16,379,759,180,197,0,A,5,16,6040,39620,407151,171,1900,149,14,10,6040,6040,24,6040,2,1
AL,1580,9273,0,238,212,379,759,180,197,0,B,43,212,485619,39620,407151,1580,1900,149,148,1086,10853,10853,1234,10853,8,212
AR,743,9627,0,72,106,379,759,23,39,79,A,14,106,485619,39620,407151,743,1900,149,39,632,10370,10370,671,10370,2,1
AS,0,3,2,961,5109,379,759,180,197,0,,0,5109,485619,39620,407151,0,1900,149,0,0,5,3,0,3,0,0
AZ,2019,25141,0,961,711,379,759,180,197,0,B,52,711,27160,39620,407151,38775,1900,149,250,2237,27160,27160,2487,27160,11,44
CA,12026,101674,13000,2300,5109,1008,759,180,197,0,B,276,5109,113700,39620,407151,38775,1900,149,1325,77075,126700,113700,78400,113700,39,0
CO,4173,17898,0,777,823,379,759,180,197,0,A,111,823,485619,39620,407151,38775,1900,149,445,1215,22071,22071,1660,22071,14,113
CT,5276,16753,0,1033,5109,379,759,180,197,0,A,165,5109,22029,39620,407151,38775,36,149,362,1652,22029,22029,2014,22029,34,0
DC,902,5536,0,961,5109,379,759,180,197,235,A,21,5109,485619,39620,407151,38775,1900,149,145,709,6438,6438,854,6438,6,0
DE,593,5874,0,95,5109,379,759,180,197,71,C,17,5109,485619,39620,407151,38775,16,1,143,879,6467,6467,1022,6467,0,0
FL,11111,90956,1281,961,1462,379,759,180,197,0,A,191,1462,485619,39620,407151,38775,1900,149,1526,8819,103348,102067,10345,102067,28,175
GA,6160,20134,0,961,1239,379,759,180,197,0,A,201,1239,26294,39620,407151,38775,1900,149,329,700,26294,26294,1029,26294,17,81
GU,93,472,0,20,5109,2,759,180,197,20,,4,5109,485619,39620,407151,38775,1900,149,9,13,565,565,22,565,0,0
HI,319,11959,0,961,18,379,6,180,197,78,A,3,18,485619,39620,407151,38775,1900,149,34,1753,12278,12278,1787,12278,1,3
IA,786,9454,0,85,153,379,759,180,197,188,C,14,153,485619,39620,407151,786,1900,149,87,700,10240,10240,787,10240,3,15
ID,1013,7857,0,53,62,379,8,180,197,0,A,10,62,8870,39620,407151,38775,1900,149,122,803,8870,8870,925,8870,1,6
IL,10357,43224,0,961,5109,379,759,180,197,0,A,243,5109,485619,39620,407151,38775,1900,149,1453,4080,53581,53581,5533,53581,33,0
IN,3953,15847,0,961,5109,379,759,180,197,0,B,116,5109,485619,39620,407151,38775,1900,149,516,1449,19800,19800,1965,19800,14,0
KS,698,6880,0,961,172,379,759,180,197,0,B,21,172,485619,39620,407151,38775,1900,149,78,426,7578,7578,504,7578,4,21
KY,831,14741,0,961,5109,379,759,180,197,0,A,37,5109,485619,39620,407151,38775,1900,149,61,2707,15572,15572,2768,15572,6,0
LA,12496,46002,0,1726,5109,379,759,571,197,0,A,409,5109,485619,39620,407151,38775,1900,149,2199,2654,58498,58498,4853,58498,39,0
MA,11637,57191,0,1370,1370,379,759,180,197,0,B,304,1370,485619,39620,407151,38775,1900,149,1334,4506,68828,68828,5840,68828,39,404
MD,3125,22485,0,961,821,379,759,180,197,159,A,101,821,485619,39620,407151,38775,94,7,367,1553,25610,25610,1920,25610,17,157
ME,456,6088,0,961,83,379,759,180,197,140,A,10,83,485619,39620,407151,38775,1900,149,24,0,6544,6544,24,6544,1,8
MI,23581,41205,0,961,5109,379,759,180,197,56,B,1030,5109,62205,21000,41205,23908,1092,45,1002,4145,64786,64786,5147,64786,112,0
MN,1158,26687,0,95,180,42,69,180,197,416,A,24,180,27845,39620,407151,38775,1900,149,39,1624,27845,27845,1663,27845,2,24
MO,2291,22614,0,413,5109,379,759,180,197,0,C,24,5109,28877,3277,25580,38775,1900,149,178,3257,24905,24905,3435,24905,5,0
MP,8,13,10,961,5109,379,759,180,197,0,,1,5109,485619,39620,407151,38775,1900,149,0,0,31,21,0,21,0,0
MS,1455,5133,0,961,436,379,759,180,197,0,B,35,436,485619,39620,407151,38775,1900,149,97,380,6588,6588,477,6588,6,16
MT,265,5912,0,961,24,379,759,180,197,0,A,5,24,485619,39620,407151,38775,1900,149,22,579,6177,6177,601,6177,0,0
NC,2402,36371,0,271,5109,379,759,180,197,0,A,24,5109,485619,39620,407151,38775,1900,149,309,6866,38773,38773,7175,38773,5,0
ND,186,6021,0,961,30,379,759,180,197,63,B,3,30,485619,39620,407151,38775,1900,149,13,396,6207,6207,409,6207,0,1
NE,321,5058,10,961,5109,379,759,180,197,0,A,6,5109,485619,39620,407151,38775,1900,149,42,571,5389,5379,613,5379,0,0
NH,540,6965,94,961,80,379,759,180,197,144,B,7,80,485619,39620,407151,38775,1900,149,61,390,7599,7505,451,7505,2,7
NJ,34124,41232,0,4000,5109,379,759,180,197,0,A,846,5109,485619,39620,407151,38775,1900,149,4229,3624,75356,75356,7853,75356,200,0
NM,495,15137,0,41,5109,379,759,18,197,26,A,10,5109,485619,39620,407151,38775,1900,149,92,762,15632,15632,854,15632,3,0
NV,1742,14421,0,961,5109,379,759,180,197,0,A,70,5109,485619,39620,407151,38775,1900,149,228,1403,16163,16163,1631,16163,11,0
NY,113704,169917,0,15905,29471,4126,759,180,197,10478,A,3565,29471,485619,39620,407151,38775,1900,149,10841,12260,283621,283621,23101,283621,630,3261
OH,3739,38132,0,961,1006,379,326,180,197,0,B,102,1006,485619,39620,407151,3739,1900,149,427,3069,41871,41871,3496,41871,11,111
OK,1159,1362,0,961,316,379,759,180,197,0,B,42,316,485619,39620,407151,38775,1900,149,171,47,2521,2521,218,2521,4,27
OR,999,16535,0,961,239,379,759,38,197,0,A,26,239,485619,39620,407151,38775,1900,149,100,0,17534,17534,100,17534,4,35
PA,10017,60013,0,961,1004,379,759,180,197,0,A,136,1004,485619,39620,407151,38775,1900,149,1597,6318,70030,70030,7915,70030,34,152
PR,452,2605,1129,961,5109,379,759,180,197,0,A,18,5109,485619,39620,407151,38775,1900,149,74,556,4186,3057,630,3057,3,0
RI,968,5962,0,93,5109,31,759,6,197,35,B,17,5109,7386,957,6429,968,1900,149,137,620,6930,6930,757,6930,3,0
SC,1917,16397,0,961,241,379,759,180,197,0,B,40,241,485619,39620,407151,38775,1900,149,363,10956,18314,18314,11319,18314,9,0
SD,212,5012,1,961,19,379,759,180,197,76,A,2,19,485619,39620,407151,38775,1900,149,25,419,5225,5224,444,5224,0,2
TN,3321,38070,0,601,311,379,759,180,197,416,A,43,311,485619,39620,407151,38775,1900,149,254,3298,41391,41391,3552,41391,6,18
TX,6110,57641,0,196,5109,379,759,180,197,38,A,105,5109,485619,39620,407151,6110,1900,149,780,7207,63751,63751,7987,63751,15,0
UT,1428,26615,0,961,117,379,759,180,197,0,A,8,117,485619,39620,407151,1428,1900,149,182,3613,28043,28043,3795,28043,1,11
VA,2407,19145,0,961,390,379,145,180,108,0,A,52,390,485619,39620,407151,38775,1900,149,395,2152,21552,21552,2547,21552,6,78
VI,40,184,42,961,5109,379,759,180,197,34,,1400,5109,485619,39620,407151,38775,1900,149,2,30,266,224,32,224,0,0
VT,512,5242,0,29,45,379,759,180,197,15,A,20,45,485619,39620,407151,512,1900,149,52,377,5754,5754,429,5754,3,0
WA,9732,93028,0,574,5109,174,759,180,197,0,A,365,5109,485619,39620,407151,8406,1900,149,247,2367,102760,102760,2614,102760,27,0
WI,2476,23859,0,961,588,379,759,180,197,0,A,56,588,485619,39620,407151,2112,1900,149,213,1482,26335,26335,1695,26335,19,101
WV,282,7404,0,961,5109,379,759,180,197,0,B,2,5109,485619,39620,407151,38775,1900,149,45,1274,7686,7686,1319,7686,0,-1
WY,187,2945,0,961,23,379,759,180,197,49,A,0,23,485619,39620,407151,165,1900,149,25,241,3132,3132,266,3132,0,2
AK,157,5859,0,961,15,379,759,180,197,0,A,3,15,6016,39620,407151,157,1900,149,14,980,6016,6016,994,6016,0,6
AL,1432,8187,0,238,5109,379,759,180,197,0,B,35,5109,485619,39620,407151,1432,1900,149,199,684,9619,9619,883,9619,3,0
